Client Name,Parent Client Name,Ticket Number,Complete Date,Survey Rating
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251104.0236,11/4/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20250922.0003,9/22/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20250922.0007,9/22/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20250922.0152,9/23/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251002.0037,10/2/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20250904.0109,9/4/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20250904.0126,9/9/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20250918.0004,9/24/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251007.0011,10/7/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251007.0014,10/7/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20250908.0097,9/8/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20250905.0038,9/5/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20250908.0217,9/9/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20260105.0057,1/5/2026,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20260105.0061,1/5/2026,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20250909.0093,9/9/2025,5
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251003.0005,10/7/2025,5
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251013.0004,10/14/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251008.0113,10/9/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251203.0162,12/4/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251203.0165,12/4/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251203.0168,12/4/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251203.0171,12/4/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251203.0177,12/4/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251027.0005,10/27/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251023.0046,10/23/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251023.0055,10/23/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251024.0023,10/24/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251024.0027,10/24/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20251203.0037,12/3/2025,
Midview East Intermediate School_OH_0010198,Midview Local Schools_OH_0048173,T20260105.0175,1/5/2026,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250811.0070,8/13/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251201.0086,12/1/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251201.0087,12/1/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251201.0095,12/1/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251201.0048,12/1/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251201.0063,12/1/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251216.0011,12/16/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251216.0018,12/16/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251029.0038,10/30/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251203.0129,12/3/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251204.0087,12/5/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251105.0142,11/5/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251205.0018,12/5/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250909.0088,9/11/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250910.0010,9/10/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250829.0208,9/2/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250729.0145,7/31/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251105.0217,11/5/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251105.0224,11/5/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251112.0090,11/17/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251111.0081,11/11/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250903.0213,9/3/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250915.0056,9/16/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250915.0124,10/13/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250915.0150,9/15/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250915.0156,9/16/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251111.0124,11/13/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251209.0020,12/9/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251205.0100,12/8/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251205.0135,12/8/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251029.0072,10/29/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251029.0094,10/29/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251111.0173,11/12/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251112.0003,11/12/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251112.0020,11/12/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251112.0022,11/12/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251112.0027,11/12/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251118.0093,11/18/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251106.0127,11/7/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251113.0011,11/13/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250827.0276,8/27/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250827.0281,8/27/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250806.0108,8/8/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251206.0016,12/8/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250804.0079,8/8/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251020.0134,10/21/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250930.0050,10/1/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251007.0157,10/8/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250929.0081,9/29/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251119.0079,11/19/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251017.0018,10/17/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251017.0138,10/28/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250804.0097,8/6/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251017.0173,10/20/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251020.0011,10/20/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251020.0016,10/20/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251207.0032,12/8/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251208.0002,12/8/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251208.0158,12/9/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251208.0161,12/9/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250828.0231,8/29/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250828.0254,9/2/2025,4.5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251119.0026,11/19/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251030.0008,10/30/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251030.0041,10/30/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251030.0048,10/30/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251216.0170,12/16/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251111.0006,11/11/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251110.0102,11/11/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250929.0138,9/29/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251208.0040,12/8/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251217.0003,12/17/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251217.0008,12/17/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251218.0008,12/18/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251119.0240,11/19/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251119.0241,11/21/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250722.0015,7/22/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250722.0031,8/21/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251013.0090,10/14/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251013.0115,10/14/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251110.0178,11/10/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251110.0184,11/10/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250915.0213,9/16/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250915.0214,9/17/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251013.0134,10/14/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251208.0132,12/15/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250826.0125,8/26/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251020.0157,10/21/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251020.0172,10/23/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251106.0079,11/6/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251106.0109,11/7/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251007.0071,10/7/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251103.0605,11/3/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250828.0375,8/29/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250926.0137,9/26/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250926.0138,9/29/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251120.0005,11/21/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251120.0025,11/21/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251006.0020,10/6/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251006.0039,10/6/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251121.0053,11/21/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251022.0107,10/22/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251022.0108,10/22/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250929.0089,9/29/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250826.0309,8/27/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251001.0014,10/1/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250808.0040,8/11/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250911.0013,9/11/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250911.0019,9/11/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250911.0020,9/11/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250911.0030,9/11/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250911.0031,9/11/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250929.0014,9/29/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251023.0007,10/27/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251113.0056,11/13/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250826.0387,9/11/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250826.0433,8/26/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250826.0435,8/27/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250826.0437,8/27/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251030.0085,10/30/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251113.0089,11/13/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250826.0480,8/27/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250826.0490,8/27/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251030.0250,11/5/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250905.0263,9/9/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250902.0333,9/4/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250902.0346,9/2/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250911.0053,9/11/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250813.0068,8/13/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250905.0090,9/8/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250905.0107,9/8/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250902.0062,9/2/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250905.0148,9/8/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250911.0091,9/11/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251210.0050,12/10/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251210.0063,12/12/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251016.0379,10/16/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251016.0387,10/16/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250824.0017,8/26/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20260105.0011,1/5/2026,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250905.0197,9/5/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251103.0758,11/3/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250902.0129,9/2/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250902.0133,9/2/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250902.0148,9/12/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250902.0152,9/2/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250826.0495,8/27/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250813.0094,8/13/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250813.0098,8/14/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251210.0080,12/10/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250902.0183,9/2/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250902.0203,9/2/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250902.0212,9/2/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250813.0181,8/14/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250916.0184,9/17/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251017.0005,10/17/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251017.0009,10/17/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251105.0167,11/5/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251124.0025,11/24/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251014.0034,10/15/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251014.0054,10/15/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251014.0070,10/15/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250926.0021,9/26/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250926.0055,9/26/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251120.0114,11/21/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251103.0479,11/3/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251103.0501,11/3/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251124.0083,11/24/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251124.0087,11/24/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251022.0006,10/22/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250901.0040,9/2/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251015.0014,10/15/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251015.0042,10/15/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251015.0049,10/28/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251001.0075,10/2/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251001.0088,10/2/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251103.0530,11/3/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251211.0062,12/11/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251211.0086,12/11/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251211.0158,12/11/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251212.0021,12/12/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251212.0025,12/12/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251218.0051,12/18/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250902.0270,9/3/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250902.0306,9/3/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250820.0071,8/27/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250806.0095,8/7/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250923.0116,9/24/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250903.0169,9/4/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250903.0180,9/4/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250827.0255,8/27/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250819.0128,8/29/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251016.0013,10/16/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250826.0070,8/26/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250826.0071,8/26/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250826.0082,8/27/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250904.0031,9/4/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250904.0038,9/8/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250904.0061,9/8/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250829.0043,9/2/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250829.0051,9/2/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251215.0015,12/15/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251215.0016,12/15/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250820.0427,8/26/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250821.0099,8/21/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250909.0151,9/11/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251121.0120,11/21/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251125.0134,11/25/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250903.0031,9/22/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250903.0040,9/3/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251006.0134,10/6/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250924.0144,9/29/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250825.0047,8/25/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251124.0010,11/24/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250827.0142,8/29/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250819.0249,8/26/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250825.0096,8/25/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250825.0256,8/27/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250825.0259,8/27/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250825.0283,8/26/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250924.0014,9/24/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250924.0045,9/24/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250922.0064,9/23/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250825.0359,8/25/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250903.0125,9/8/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250903.0129,9/4/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250903.0144,9/4/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250821.0319,8/29/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250908.0012,9/8/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250908.0026,9/11/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250825.0376,8/26/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250825.0382,8/26/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250825.0397,9/8/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250825.0405,8/26/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251104.0233,11/5/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250821.0383,9/4/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250828.0405,8/29/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250917.0077,9/19/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250922.0021,9/22/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250922.0126,9/23/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250829.0142,8/29/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250909.0039,9/10/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251002.0052,10/2/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250917.0151,9/18/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250908.0036,9/8/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250908.0061,9/8/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250904.0085,11/3/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250904.0121,9/4/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250904.0148,9/8/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250904.0175,9/4/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250904.0219,9/5/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250904.0226,9/4/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250904.0248,9/4/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250917.0177,9/22/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250918.0022,9/18/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250904.0292,9/5/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251007.0008,10/7/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251027.0153,11/18/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251002.0088,10/2/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20260105.0039,1/5/2026,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250909.0014,9/9/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250912.0081,9/12/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20250909.0111,9/10/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251002.0183,10/6/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251013.0003,10/13/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251003.0030,10/6/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251003.0090,10/3/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251009.0003,10/9/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251009.0013,10/9/2025,5
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251009.0024,10/9/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251009.0050,10/9/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251219.0984,12/19/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251009.0093,10/13/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20251009.0098,10/13/2025,
Midview High School_OH_0024596,Midview Local Schools_OH_0048173,T20260105.0093,1/5/2026,
